,Number_PP,Name,Full_name,Code,Unit_of_reconciliation,Additional_characteristics,Owners_name,Kind,Article,Weight,Accounting_characteristics,Storage_unit,VAT_rate,Service,Nomenclature_group,Sharto,Main_supplier,Main_supplier_object,Comment,Predefined,Price,Qty_stock,Remaining_amount,Currency
127,200,Блок-кубик КОМУС с клеевкраем Куб 76х76,Блок-кубик КОМУС с клеевкраем Куб 76х76,1272,шт,Нет,Материалы,Материал,1272,Нет,Нет,шт,0.2,Нет,Товары,2749772991,,Нет,,Нет,96.69,308.2978,52,Руб
128,201,Блок-кубик КОМУС с клеевкраем Куб 76х76 цветн,Блок-кубик КОМУС с клеевкраем Куб 76х76 цветн,1984,шт,Нет,Материалы,Материал,1984,Нет,Нет,шт,0.2,Нет,Товары,2749772991,,Нет,,Нет,92.58,843.78044,94,Руб
129,202,Блокнот на спирали А4 60л,Блокнот на спирали А4 60л,1932,шт,Нет,Линолеум,Материал,1932,Нет,Нет,шт,0.2,Нет,Товары,2749772991,,Нет,,Нет,69.15,437.30218,55,Руб
130,203,БОГАТЫРЬ,,1875,,Нет,Ламинат Синтерос,Товар,1875,Нет,Нет,,,Нет,,2246755765,,Нет,,Нет,58.84,944.55544,96,Руб
131,204,Бокс для бумаги 9х9х9х,Бокс для бумаги 9х9х9х,2614,шт,Нет,Материалы,Материал,2614,Нет,Нет,шт,0.2,Нет,Товары,2246755765,,Нет,,Нет,3.24,64.207,36,Руб
132,205,Бортовой камень ,Бортовой камень ,2392,шт,Нет,Строительные товары двери,Товар,2392,Нет,Нет,шт,0.2,Нет,Товары,2246755765,,Нет,,Нет,38.86,363.14106,18,Руб
133,206,Брусок 140х160х6000,Брусок 140х160х6000,2190,шт,Нет,Строительные товары двери,Товар,2190,Нет,Нет,шт,0.2,Нет,Товары,3740695791,,Нет,,Нет,12.31,685.8432,35,Руб
134,207,Брусок 40х95х3000,Брусок 40х95х3000,2191,шт,Нет,Строительные товары двери,Товар,2191,Нет,Нет,шт,0.2,Нет,Товары,3740695791,,Нет,,Нет,54.5,409.22106,45,Руб
135,210,Бумага для ОфТех  А4,Бумага для ОфТех  А4,1534,шт,Нет,Материалы,Материал,1534,Нет,Нет,шт,0.2,Нет,Товары,3740695791,,Нет,,Нет,21.24,91.1932,84,Руб
136,211,Бумага для ОфТех СНЕГУРОЧКА А4,Бумага для ОфТех СНЕГУРОЧКА А4,1267,шт,Нет,Материалы,Материал,1267,Нет,Нет,шт,0.2,Нет,Товары,136554587,,Нет,,Нет,84.96,92.0,27,Руб
137,212,Валик,Валик,2250,шт,Нет,Материалы,Материал,2250,Нет,Нет,шт,0.2,Нет,Товары,136554587,,Нет,,Нет,28.62,806.23067,72,Руб
138,213,Варочная поверхность NEFF,Варочная поверхность NEFF,2432,шт,Нет,Строительные товары двери,Товар,2432,Нет,Нет,шт,0.2,Нет,Товары,136554587,,Нет,,Нет,73.94,645.47691,3,Руб
139,214,Ведро,Ведро,2262,шт,Нет,Материалы,Материал,2262,Нет,Нет,шт,0.2,Нет,Товары,3636334751,,Нет,,Нет,21.8,251.5291,8,Руб
140,215,Вентиляционный канал,Вентиляционный канал,2244,шт,Нет,Строительные товары двери,Товар,2244,Нет,Нет,шт,0.2,Нет,Товары,3636334751,,Нет,,Нет,20.48,186.3809,28,Руб
141,216,Виброшумоизоляция пенотерм 1.3х20м,Виброшумоизоляция пенотерм 1.3х20м,2429,шт,Нет,Строительные товары двери,Товар,2429,Нет,Нет,шт,0.2,Нет,Товары,3636334751,,Нет,,Нет,31.12,618.19232,16,Руб
142,217,Визитки,Визитки,2139,шт,Нет,Материалы,Материал,2139,Нет,Нет,шт,0.2,Нет,Товары,1562169029,,Нет,,Нет,30.1,853.25598,53,Руб
143,220,Визитки 1+1,Визитки 1+1,1274,шт,Нет,Материалы,Материал,1274,Нет,Нет,шт,0.2,Нет,Товары,1562169029,,Нет,,Нет,1.37,784.1074,8,Руб
144,221,Вилка,Вилка,2487,шт,Нет,Материалы,Материал,2487,Нет,Нет,шт,0.2,Нет,Товары,1562169029,,Нет,,Нет,25.62,147.3766,14,Руб
145,222,Вода питьевая 19 л ,Вода питьевая 19 л ,1262,бут,Нет,Материалы,Материал,1262,Нет,Нет,бут,0.2,Нет,Товары,778043538,,Нет,,Нет,48.95,4895.0,100,Руб
146,223,"Вода питьевая 19 л ""Архыз"" негаз.","Вода питьевая 19 л ""Архыз"" негаз.",1852,бут,Нет,Материалы,Материал,1852,Нет,Нет,бут,0.2,Нет,Товары,778043538,,Нет,,Нет,92.98,549.51046,2,Руб
147,224,"Вода питьевая 19 л ""КуБай""","Вода питьевая 19 л ""КуБай""",2036,бут,Нет,Материалы,Материал,2036,Нет,Нет,бут,0.2,Нет,Товары,132673209,,Нет,,Нет,27.83,262.7291,46,Руб
148,225,"Вода питьевая 19 л ""Пилигрим""","Вода питьевая 19 л ""Пилигрим""",2040,бут,Нет,Материалы,Материал,2040,Нет,Нет,бут,0.2,Нет,Товары,132673209,,Нет,,Нет,3.64,185.673,4,Руб
149,226,"Вода питьевая 19 л ""Терийоки""","Вода питьевая 19 л ""Терийоки""",2078,бут,Нет,Материалы,Материал,2078,Нет,Нет,бут,0.2,Нет,Товары,132673209,,Нет,,Нет,37.82,268.10135,76,Руб
150,227,Воронка желоба,Воронка желоба,2289,шт,Нет,Строительные товары двери,Товар,2289,Нет,Нет,шт,0.2,Нет,Товары,2690335330,,Нет,,Нет,27.17,680.18475,6,Руб
151,230,Выключатель,Выключатель,2502,шт,Нет,Материалы,Материал,2502,Нет,Нет,шт,Без НДС,Нет,Товары,2690335330,,Нет,,Нет,70.22,76.5336,72,Руб
152,231,Вытяжка,Вытяжка,2458,шт,Нет,Строительные товары двери,Товар,2458,Нет,Нет,шт,0.2,Нет,Товары,1387770439,,Нет,,Нет,13.64,982.13394,48,Руб
153,232,Геотекстиль,Геотекстиль,2116,м2,Нет,Строительные товары двери,Товар,2116,Нет,Нет,м2,0.2,Нет,Товары,1387770439,,Нет,,Нет,77.92,137.10675,4,Руб
154,233,Гипсокартон,Гипсокартон,2248,шт,Нет,Строительные товары двери,Товар,2248,Нет,Нет,шт,0.2,Нет,Товары,1387770439,,Нет,,Нет,99.9,253.25274,7,Руб
155,234,Грунтовка,Грунтовка,2249,шт,Нет,Строительные товары двери,Товар,2249,Нет,Нет,шт,0.2,Нет,Товары,2516415802,,Нет,,Нет,0.84,633.531,72,Руб
156,235,Грунтовка универсальная 044 /10 кг / 34506,Грунтовка универсальная 044 /10 кг / 34506,2589,шт,Нет,Строительные товары двери,Товар,2589,Нет,Нет,шт,0.2,Нет,Товары,2516415802,,Нет,,Нет,30.16,588.17734,8,Руб
157,236,Грязезащитное покрытие Зиг-Заг,,2470,,Нет,Коврики влаговпитывающие,Товар,2470,Нет,Нет,,,Нет,,2516415802,,Нет,,Нет,65.64,234.15359,76,Руб
158,237,Грязезащитное покрытие Зиг-Заг 4.5 мм,Грязезащитное покрытие Зиг-Заг 4.5 мм,2515,пог. м,Нет,Грязезащитное покрытие Зиг-Заг,Товар,2515,Нет,Да,пог. м,0.2,Нет,Товары,2201111610,,Нет,,Нет,37.89,295.11177,55,Руб
159,240,Грязезащитное покрытие Зиг-Заг 5.5 мм,Грязезащитное покрытие Зиг-Заг 5.5 мм,2472,пог. м,Нет,Грязезащитное покрытие Зиг-Заг,Товар,2472,Нет,Да,пог. м,0.2,Нет,Товары,2201111610,,Нет,,Нет,51.15,795.40664,25,Руб
160,241,"Грязезащитное покрытие Зиг-Заг, 8 мм","Грязезащитное покрытие Зиг-Заг, 8 мм",2473,пог. м,Нет,Грязезащитное покрытие Зиг-Заг,Товар,2473,Нет,Да,пог. м,0.2,Нет,Товары,2201111610,,Нет,,Нет,77.8,661.51425,8,Руб
161,242,Губка-стиратель для маркерных досок магнитная АЕ-1,Губка-стиратель для маркерных досок магнитная АЕ-1,2027,шт,Нет,Материалы,Материал,2027,Нет,Нет,шт,0.2,Нет,Товары,2020265126,,Нет,,Нет,55.71,702.39108,42,Руб
162,243,Датчик водонагревателя,Датчик водонагревателя,2269,шт,Нет,Строительные товары двери,Товар,2269,Нет,Нет,шт,0.2,Нет,Товары,2020265126,,Да,,Нет,65.44,842.551,48,Руб
163,244,Дверь ДМ,Дверь ДМ,2149,шт,Нет,Строительные товары двери,Товар,2149,Нет,Нет,шт,0.2,Нет,Товары,3485103015,,Да,,Нет,58.91,571.33637,61,Руб
164,245,Дверь ДМ - 2070*970,Дверь ДМ - 2070*970,2353,шт,Нет,Строительные товары двери,Товар,2353,Нет,Нет,шт,0.2,Нет,Товары,3485103015,,Да,,Нет,62.69,587.36799,3,Руб
165,246,Дверь ДМ -01 - 2070*970,Дверь ДМ -01 - 2070*970,2355,шт,Нет,Строительные товары двери,Товар,2355,Нет,Нет,шт,0.2,Нет,Товары,3485103015,,Да,,Нет,55.41,319.17675,79,Руб
166,247,Дверь ДМ -01 - 2090*980,Дверь ДМ -01 - 2090*980,2356,шт,Нет,Строительные товары двери,Товар,2356,Нет,Нет,шт,0.2,Нет,Товары,3730505449,,Да,,Нет,47.57,91.4328,87,Руб
167,250,Дверь ДМ 1850х670,Дверь ДМ 1850х670,2180,шт,Нет,Строительные товары двери,Товар,2180,Нет,Нет,шт,0.2,Нет,Товары,3730505449,,Да,,Нет,16.6,4814.0,290,Руб
168,251,Дверь ДМ 1870х650,Дверь ДМ 1870х650,2182,шт,Нет,Строительные товары двери,Товар,2182,Нет,Нет,шт,0.2,Нет,Товары,3730505449,,Да,,Нет,20.22,789.15953,58,Руб
169,252,Дверь ДМ 1970х690,Дверь ДМ 1970х690,2181,шт,Нет,Строительные товары двери,Товар,2181,Нет,Нет,шт,0.2,Нет,Товары,3644981118,,Да,,Нет,37.24,558.20779,92,Руб
170,253,Дверь ДМ 2000*1200,Дверь ДМ 2000*1200,2363,шт,Нет,Строительные товары двери,Товар,2363,Нет,Нет,шт,0.2,Нет,Товары,3644981118,,Да,,Нет,66.87,321.21465,27,Руб
171,254,Дверь ДМ 2000*900,Дверь ДМ 2000*900,2364,шт,Нет,Строительные товары двери,Товар,2364,Нет,Нет,шт,0.2,Нет,Товары,3644981118,,Да,,Нет,77.68,303.23537,4,Руб
172,255,Дверь ДМ 2060х880,Дверь ДМ 2060х880,2335,шт,Нет,Строительные товары двери,Товар,2335,Нет,Нет,шт,0.2,Нет,Товары,1372464881,,Да,,Нет,73.25,24026.0,328,Руб
173,256,Дверь ДМ 2080х1300,Дверь ДМ 2080х1300,2213,шт,Нет,Строительные товары двери,Товар,2213,Нет,Нет,шт,0.2,Нет,Товары,1372464881,,Да,,Нет,37.73,380.14337,4,Руб
174,257,Дверь ДМ 2080х970,Дверь ДМ 2080х970,2214,шт,Нет,Строительные товары двери,Товар,2214,Нет,Нет,шт,0.2,Нет,Товары,1372464881,,Да,,Нет,93.9,14.01314,6,Руб
175,260,Дверь ДМ 2120*790,Дверь ДМ 2120*790,2157,шт,Нет,Строительные товары двери,Товар,2157,Нет,Нет,шт,0.2,Нет,Товары,3348861799,,Да,,Нет,93.93,792.74392,56,Руб
176,261,Дверь ДМО,Дверь ДМО,2151,шт,Нет,Строительные товары двери,Товар,2151,Нет,Нет,шт,0.2,Нет,Товары,3348861799,,Да,,Нет,7.73,179.1383,67,Руб
177,262,Дверь ДМО 2070х1090,Дверь ДМО 2070х1090,2184,шт,Нет,Строительные товары двери,Товар,2184,Нет,Нет,шт,0.2,Нет,Товары,2096645431,,Да,,Нет,90.5,39639.0,438,Руб
178,263,Дверь ДМО 2090х1090,Дверь ДМО 2090х1090,2183,шт,Нет,Строительные товары двери,Товар,2183,Нет,Нет,шт,0.2,Нет,Товары,2096645431,,Да,,Нет,27.6,287.7921,2,Руб
179,264,Дверь ДП 2080*970,Дверь ДП 2080*970,2362,шт,Нет,Строительные товары двери,Товар,2362,Нет,Нет,шт,0.2,Нет,Товары,2096645431,,Да,,Нет,40.6,465.18627,9,Руб
180,265,Дверь ДП-01-(ЕI60),Дверь ДП-01-(ЕI60),2146,шт,Нет,Строительные товары двери,Товар,2146,Нет,Нет,шт,0.2,Нет,Товары,4037127896,,Да,,Нет,44.7,228.10047,96,Руб
181,266,Дверь ДП-01-(ЕI60) 1480х710,Дверь ДП-01-(ЕI60) 1480х710,2178,шт,Нет,Строительные товары двери,Товар,2178,Нет,Нет,шт,0.2,Нет,Товары,4037127896,,Да,,Нет,59.45,732.43517,4,Руб
182,267,Дверь ДП-01-(ЕI60) 1490х710,Дверь ДП-01-(ЕI60) 1490х710,2177,шт,Нет,Строительные товары двери,Товар,2177,Нет,Нет,шт,0.2,Нет,Товары,4037127896,,Да,,Нет,7.98,223.1779,54,Руб
183,270,Дверь ДП-01-(ЕI60) 1580х690,Дверь ДП-01-(ЕI60) 1580х690,2199,шт,Нет,Строительные товары двери,Товар,2199,Нет,Нет,шт,0.2,Нет,Товары,534018203,,Да,,Нет,96.3,106.10207,8,Руб
184,271,Дверь ДП-01-(ЕI60) 1980х1145,Дверь ДП-01-(ЕI60) 1980х1145,2189,шт,Нет,Строительные товары двери,Товар,2189,Нет,Нет,шт,0.2,Нет,Товары,534018203,,Да,,Нет,13.22,455.6015,1,Руб
185,272,Дверь ДП-01-(ЕI60) 1980х880,Дверь ДП-01-(ЕI60) 1980х880,2200,шт,Нет,Строительные товары двери,Товар,2200,Нет,Нет,шт,0.2,Нет,Товары,534018203,,Нет,,Нет,57.7,817.4714,9,Руб
186,273,Дверь ДП-01-(ЕI60) 2040х950,Дверь ДП-01-(ЕI60) 2040х950,2216,шт,Нет,Строительные товары двери,Товар,2216,Нет,Нет,шт,0.2,Нет,Товары,996241786,,Нет,,Нет,72.83,875.63726,25,Руб
187,274,Дверь ДП-01-(ЕI60) 2060х900,Дверь ДП-01-(ЕI60) 2060х900,2227,шт,Нет,Строительные товары двери,Товар,2227,Нет,Нет,шт,0.2,Нет,Товары,996241786,,Нет,,Нет,73.21,461.33749,81,Руб
188,275,Дверь ДП-01-(ЕI60) 2070х980,Дверь ДП-01-(ЕI60) 2070х980,2351,шт,Нет,Строительные товары двери,Товар,2351,Нет,Нет,шт,0.2,Нет,Товары,996241786,,Нет,,Нет,93.11,365.33985,15,Руб
189,276,Дверь ДП-01-(ЕI60) 2080х780,Дверь ДП-01-(ЕI60) 2080х780,2201,шт,Нет,Строительные товары двери,Товар,2201,Нет,Нет,шт,0.2,Нет,Товары,3529512554,,Нет,,Нет,58.46,148.8652,8,Руб
190,277,Дверь ДП-01-(ЕI60) 2080х880,Дверь ДП-01-(ЕI60) 2080х880,2202,шт,Нет,Строительные товары двери,Товар,2202,Нет,Нет,шт,0.2,Нет,Товары,3529512554,,Нет,,Нет,22.12,911.20151,32,Руб
191,300,Дверь ДП-01-(ЕI60) 2080х900,Дверь ДП-01-(ЕI60) 2080х900,2208,шт,Нет,Строительные товары двери,Товар,2208,Нет,Нет,шт,0.2,Нет,Товары,3529512554,,Нет,,Нет,97.79,499.48797,21,Руб
192,301,Дверь ДП-01-(ЕI60) 2080х970,Дверь ДП-01-(ЕI60) 2080х970,2172,шт,Нет,Строительные товары двери,Товар,2172,Нет,Нет,шт,0.2,Нет,Товары,3251963446,,Нет,,Нет,67.65,56.3788,4,Руб
193,302,Дверь ДП-01-(ЕI60) 2090х1090,Дверь ДП-01-(ЕI60) 2090х1090,2179,шт,Нет,Строительные товары двери,Товар,2179,Нет,Нет,шт,0.2,Нет,Товары,3251963446,,Нет,,Нет,72.86,327.23825,22,Руб
194,303,Дверь ДП-01-(ЕI60) 2130*970,Дверь ДП-01-(ЕI60) 2130*970,2156,шт,Нет,Строительные товары двери,Товар,2156,Нет,Нет,шт,0.2,Нет,Товары,3251963446,,Нет,,Нет,23.36,546.12754,56,Руб
